customerkey,cohort_year,total_orders,net_revenue,first_purchase_date,last_purchase_date,days_since_last_purchase,churn_status,avg_order_value
203381,2021,4,4895.02,2021-12-18,2024-03-13,38,Active,1223.76
924318,2019,2,4894.81,2019-06-24,2021-10-30,903,Churned,2447.41
1671344,2017,2,4894.08,2017-09-05,2021-12-23,849,Churned,2447.04
780967,2016,2,4893.84,2016-08-04,2022-10-11,557,Churned,2446.92
1859902,2022,2,4893.81,2022-02-19,2022-04-13,738,Churned,2446.91
1522476,2022,1,4893.00,2022-10-21,2022-10-21,547,Churned,4893.00
116531,2019,2,4892.98,2019-08-15,2023-01-06,470,Churned,2446.49
1479342,2023,2,4892.95,2023-05-31,2024-02-08,72,Active,2446.48
1649615,2018,1,4892.94,2018-06-30,2018-06-30,2121,Churned,4892.94
1540959,2020,2,4892.16,2020-05-26,2021-11-10,892,Churned,2446.08
271152,2018,1,4891.49,2018-12-17,2018-12-17,1951,Churned,4891.49
1080981,2019,1,4890.37,2019-05-11,2019-05-11,1806,Churned,4890.37
412657,2021,4,4890.24,2021-12-10,2022-06-15,675,Churned,1222.56
1315592,2018,2,4889.74,2018-05-23,2019-12-07,1596,Churned,2444.87
1602182,2019,2,4889.67,2019-02-02,2022-09-07,591,Churned,2444.84
344138,2020,3,4889.42,2020-03-14,2022-11-16,521,Churned,1629.81
243074,2020,2,4889.03,2020-12-02,2023-01-23,453,Churned,2444.52
284901,2022,1,4888.44,2022-03-10,2022-03-10,772,Churned,4888.44
1845517,2021,2,4888.16,2021-12-09,2022-09-17,581,Churned,2444.08
476245,2023,1,4887.90,2023-01-21,2023-01-21,455,Churned,4887.90
637699,2021,1,4887.82,2021-12-24,2021-12-24,848,Churned,4887.82
1423244,2018,2,4887.71,2018-02-23,2022-10-18,550,Churned,2443.86
876657,2016,1,4887.58,2016-03-10,2016-03-10,2963,Churned,4887.58
296355,2018,3,4886.83,2018-03-03,2022-10-01,567,Churned,1628.94
1254238,2017,1,4886.59,2017-10-23,2017-10-23,2371,Churned,4886.59
1436655,2018,2,4886.26,2018-07-13,2018-07-19,2102,Churned,2443.13
883461,2023,2,4886.08,2023-06-13,2024-03-12,39,Active,2443.04
2052391,2018,3,4885.46,2018-09-05,2023-12-19,123,At Risk,1628.49
635962,2022,1,4885.31,2022-01-13,2022-01-13,828,Churned,4885.31
158129,2022,1,4885.08,2022-12-22,2022-12-22,485,Churned,4885.08
405380,2018,3,4884.49,2018-05-04,2024-02-22,58,Active,1628.16
1626349,2021,1,4883.11,2021-09-09,2021-09-09,954,Churned,4883.11
1909499,2019,2,4881.58,2019-09-07,2022-03-16,766,Churned,2440.79
1203554,2022,1,4881.08,2022-12-14,2022-12-14,493,Churned,4881.08
1264366,2015,1,4880.86,2015-12-30,2015-12-30,3034,Churned,4880.86
1990509,2022,1,4880.81,2022-06-13,2022-06-13,677,Churned,4880.81
200066,2018,1,4880.73,2018-11-15,2018-11-15,1983,Churned,4880.73
411135,2021,1,4880.67,2021-08-23,2021-08-23,971,Churned,4880.67
1941209,2016,3,4879.99,2016-12-31,2022-03-16,766,Churned,1626.66
948572,2019,1,4879.55,2019-09-25,2019-09-25,1669,Churned,4879.55
65345,2019,2,4879.21,2019-02-01,2023-12-23,119,At Risk,2439.61
1686091,2018,2,4878.88,2018-07-30,2019-07-12,1744,Churned,2439.44
1869173,2023,1,4878.87,2023-06-15,2023-06-15,310,Churned,4878.87
1708008,2018,2,4878.45,2018-06-27,2022-06-16,674,Churned,2439.23
477035,2018,2,4878.45,2018-12-22,2023-10-18,185,Churned,2439.23
1604854,2017,2,4878.27,2017-10-06,2022-02-21,789,Churned,2439.14
1057902,2015,1,4878.01,2015-05-23,2015-05-23,3255,Churned,4878.01
219303,2022,1,4877.90,2022-07-03,2022-07-03,657,Churned,4877.90
692538,2019,2,4877.65,2019-08-21,2024-02-03,77,Active,2438.83
1982086,2021,1,4877.35,2021-10-18,2021-10-18,915,Churned,4877.35
899396,2021,2,4877.01,2021-11-24,2023-05-10,346,Churned,2438.51
1235806,2020,2,4876.13,2020-12-18,2023-03-07,410,Churned,2438.07
1490358,2022,2,4875.92,2022-01-29,2023-07-19,276,Churned,2437.96
2023283,2018,1,4875.71,2018-06-15,2018-06-15,2136,Churned,4875.71
1051752,2023,2,4875.48,2023-07-18,2023-12-14,128,At Risk,2437.74
1954820,2023,1,4874.70,2023-08-31,2023-08-31,233,Churned,4874.70
1450470,2015,2,4873.99,2015-11-14,2018-06-16,2135,Churned,2437.00
1870979,2020,3,4873.98,2020-02-19,2024-02-13,67,Active,1624.66
387771,2017,2,4873.51,2017-09-18,2019-11-29,1604,Churned,2436.76
1191765,2015,1,4872.84,2015-11-27,2015-11-27,3067,Churned,4872.84
6306,2022,2,4872.41,2022-09-12,2023-12-02,140,At Risk,2436.21
1511353,2021,2,4872.16,2021-12-27,2023-09-30,203,Churned,2436.08
189400,2021,2,4871.05,2021-12-31,2021-12-31,841,Churned,2435.53
844799,2020,2,4870.95,2020-04-30,2021-07-20,1005,Churned,2435.48
1423500,2019,2,4870.72,2019-03-13,2023-11-30,142,At Risk,2435.36
564329,2022,1,4870.48,2022-01-29,2022-01-29,812,Churned,4870.48
2012874,2019,1,4869.16,2019-02-18,2019-02-18,1888,Churned,4869.16
1283848,2019,1,4869.14,2019-03-08,2019-03-08,1870,Churned,4869.14
278248,2022,1,4868.99,2022-10-20,2022-10-20,548,Churned,4868.99
815131,2023,1,4868.73,2023-09-21,2023-09-21,212,Churned,4868.73
2046385,2017,1,4868.71,2017-12-05,2017-12-05,2328,Churned,4868.71
1214737,2023,1,4868.61,2023-07-02,2023-07-02,293,Churned,4868.61
1081182,2022,1,4868.53,2022-03-01,2022-03-01,781,Churned,4868.53
2033269,2022,2,4868.06,2022-09-08,2023-11-10,162,At Risk,2434.03
1186665,2022,1,4866.67,2022-01-26,2022-01-26,815,Churned,4866.67
221990,2019,3,4866.58,2019-12-30,2024-01-03,108,At Risk,1622.19
959222,2023,1,4866.07,2023-02-23,2023-02-23,422,Churned,4866.07
412553,2019,1,4865.91,2019-10-12,2019-10-12,1652,Churned,4865.91
1549156,2019,3,4865.61,2019-02-23,2021-10-08,925,Churned,1621.87
532257,2019,2,4865.38,2019-12-23,2023-10-13,190,Churned,2432.69
1304108,2020,4,4865.28,2020-09-21,2024-01-04,107,At Risk,1216.32
1584858,2016,2,4865.22,2016-02-25,2022-03-12,770,Churned,2432.61
1291966,2022,1,4864.72,2022-08-11,2022-08-11,618,Churned,4864.72
1118569,2018,2,4864.63,2018-06-05,2019-09-10,1684,Churned,2432.32
1504169,2018,1,4863.72,2018-10-08,2018-10-08,2021,Churned,4863.72
2095365,2020,2,4863.70,2020-02-25,2022-08-20,609,Churned,2431.85
872310,2022,2,4863.41,2022-10-30,2023-10-25,178,At Risk,2431.71
1957608,2020,3,4863.27,2020-08-15,2023-12-28,114,At Risk,1621.09
820881,2016,2,4862.90,2016-11-10,2019-06-18,1768,Churned,2431.45
1492727,2017,2,4862.67,2017-09-09,2021-12-08,864,Churned,2431.34
33259,2018,2,4862.20,2018-09-13,2019-07-09,1747,Churned,2431.10
263045,2018,2,4861.97,2018-11-28,2021-02-19,1156,Churned,2430.99
1550274,2017,4,4861.35,2017-10-05,2023-02-13,432,Churned,1215.34
1282549,2016,2,4861.07,2016-05-05,2019-08-20,1705,Churned,2430.54
1324745,2015,6,4860.90,2015-12-26,2024-01-15,96,At Risk,810.15
422262,2019,4,4860.10,2019-09-26,2023-11-24,148,At Risk,1215.03
2026901,2017,3,4859.73,2017-05-23,2023-07-13,282,Churned,1619.91
505368,2022,1,4857.12,2022-10-30,2022-10-30,538,Churned,4857.12
4726,2018,3,4857.05,2018-09-19,2023-08-10,254,Churned,1619.02
1970045,2023,1,4856.96,2023-09-18,2023-09-18,215,Churned,4856.96
1482502,2018,3,4856.74,2018-01-30,2023-03-16,401,Churned,1618.91
1654444,2021,2,4856.74,2021-08-12,2022-06-30,660,Churned,2428.37
1796958,2018,2,4856.08,2018-09-05,2023-04-12,374,Churned,2428.04
1457760,2017,2,4856.00,2017-01-14,2020-05-08,1443,Churned,2428.00
1742829,2019,1,4855.98,2019-05-30,2019-05-30,1787,Churned,4855.98
1611934,2018,1,4855.59,2018-09-07,2018-09-07,2052,Churned,4855.59
1314070,2016,3,4855.22,2016-07-01,2022-10-13,555,Churned,1618.41
1375091,2017,3,4855.08,2017-11-05,2022-10-12,556,Churned,1618.36
801401,2021,3,4854.26,2021-07-22,2024-02-19,61,Active,1618.09
1434684,2017,3,4854.13,2017-10-05,2022-01-12,829,Churned,1618.04
946855,2018,2,4853.50,2018-02-24,2018-11-27,1971,Churned,2426.75
727024,2017,1,4853.02,2017-09-15,2017-09-15,2409,Churned,4853.02
1628465,2022,1,4852.86,2022-09-17,2022-09-17,581,Churned,4852.86
1246506,2019,1,4852.32,2019-11-13,2019-11-13,1620,Churned,4852.32
2096411,2019,1,4852.32,2019-03-02,2019-03-02,1876,Churned,4852.32
951149,2016,3,4852.23,2016-05-28,2019-10-28,1636,Churned,1617.41
1035649,2020,2,4852.06,2020-02-18,2023-02-20,425,Churned,2426.03
537638,2017,1,4851.47,2017-10-05,2017-10-05,2389,Churned,4851.47
1848861,2017,3,4851.28,2017-09-23,2023-01-07,469,Churned,1617.09
501917,2023,2,4851.21,2023-02-10,2023-08-16,248,Churned,2425.61
1288013,2021,1,4849.94,2021-12-23,2021-12-23,849,Churned,4849.94
930160,2023,2,4849.71,2023-07-18,2024-02-10,70,Active,2424.86
851496,2023,2,4849.60,2023-02-22,2023-09-22,211,Churned,2424.80
800068,2016,2,4849.55,2016-05-21,2021-11-30,872,Churned,2424.78
1449926,2021,1,4849.30,2021-11-20,2021-11-20,882,Churned,4849.30
1380190,2017,3,4848.77,2017-10-19,2023-11-04,168,At Risk,1616.26
257757,2022,2,4848.72,2022-07-14,2023-06-21,304,Churned,2424.36
440987,2018,1,4847.77,2018-08-23,2018-08-23,2067,Churned,4847.77
1899617,2020,3,4847.76,2020-02-20,2023-10-26,177,At Risk,1615.92
613374,2016,1,4847.21,2016-01-12,2016-01-12,3021,Churned,4847.21
317095,2022,1,4846.95,2022-02-12,2022-02-12,798,Churned,4846.95
2032307,2018,3,4846.92,2018-12-08,2022-12-28,479,Churned,1615.64
779661,2016,1,4846.79,2016-01-07,2016-01-07,3026,Churned,4846.79
1688341,2017,3,4846.04,2017-05-22,2024-02-21,59,Active,1615.35
1202870,2023,2,4846.02,2023-04-14,2023-05-20,336,Churned,2423.01
1978617,2021,1,4845.30,2021-12-13,2021-12-13,859,Churned,4845.30
2039584,2017,1,4845.00,2017-06-30,2017-06-30,2486,Churned,4845.00
94236,2016,4,4844.52,2016-10-22,2022-03-16,766,Churned,1211.13
854139,2022,2,4844.47,2022-10-03,2023-01-07,469,Churned,2422.24
112431,2022,2,4844.17,2022-03-12,2022-09-08,590,Churned,2422.09
1300489,2019,2,4844.05,2019-02-14,2022-08-02,627,Churned,2422.03
1344834,2016,2,4843.98,2016-07-07,2023-01-03,473,Churned,2421.99
1936289,2017,2,4843.55,2017-03-21,2023-04-18,368,Churned,2421.78
1827102,2021,2,4843.55,2021-11-29,2023-06-26,299,Churned,2421.78
2082300,2020,1,4843.30,2020-10-14,2020-10-14,1284,Churned,4843.30
1078060,2022,1,4842.89,2022-08-03,2022-08-03,626,Churned,4842.89
1643040,2018,3,4842.49,2018-07-12,2023-02-01,444,Churned,1614.16
1445195,2017,2,4841.19,2017-02-18,2022-01-10,831,Churned,2420.60
1982174,2016,3,4841.14,2016-11-08,2022-02-17,793,Churned,1613.71
1434106,2019,3,4840.65,2019-02-21,2023-07-17,278,Churned,1613.55
102304,2019,3,4840.35,2019-11-06,2024-04-20,0,Active,1613.45
984211,2019,1,4840.25,2019-10-31,2019-10-31,1633,Churned,4840.25
871312,2017,1,4839.91,2017-12-29,2017-12-29,2304,Churned,4839.91
1820940,2023,2,4839.63,2023-01-04,2024-02-28,52,Active,2419.82
1530367,2023,3,4839.54,2023-03-01,2023-04-27,359,Churned,1613.18
1394751,2016,1,4839.13,2016-12-29,2016-12-29,2669,Churned,4839.13
899112,2022,2,4838.30,2022-07-01,2024-03-28,23,Active,2419.15
435458,2022,1,4838.23,2022-05-13,2022-05-13,708,Churned,4838.23
1590774,2022,1,4838.22,2022-07-23,2022-07-23,637,Churned,4838.22
1314509,2022,1,4836.75,2022-02-21,2022-02-21,789,Churned,4836.75
1892168,2022,1,4836.73,2022-03-23,2022-03-23,759,Churned,4836.73
1042486,2022,1,4836.71,2022-08-17,2022-08-17,612,Churned,4836.71
454435,2017,2,4836.66,2017-05-13,2022-10-11,557,Churned,2418.33
1449139,2023,1,4836.65,2023-10-04,2023-10-04,199,Churned,4836.65
1246462,2018,3,4836.49,2018-02-27,2022-06-21,669,Churned,1612.16
222507,2015,3,4836.16,2015-03-03,2024-02-15,65,Active,1612.05
1424475,2022,2,4835.58,2022-09-03,2023-12-10,132,At Risk,2417.79
354694,2016,2,4835.35,2016-09-15,2023-05-29,327,Churned,2417.68
2057056,2018,2,4835.23,2018-03-10,2021-06-03,1052,Churned,2417.62
2025029,2019,3,4835.20,2019-06-19,2023-12-28,114,At Risk,1611.73
1351959,2016,2,4835.12,2016-06-17,2022-10-19,549,Churned,2417.56
1736271,2018,2,4835.04,2018-10-11,2022-02-28,782,Churned,2417.52
532782,2017,4,4834.44,2017-11-16,2022-02-19,791,Churned,1208.61
1678011,2019,1,4834.32,2019-02-26,2019-02-26,1880,Churned,4834.32
594713,2018,5,4834.14,2018-02-15,2022-12-13,494,Churned,966.83
562342,2022,1,4834.07,2022-09-21,2022-09-21,577,Churned,4834.07
684410,2018,1,4833.92,2018-10-10,2018-10-10,2019,Churned,4833.92
1825345,2021,2,4833.54,2021-09-22,2023-06-21,304,Churned,2416.77
1631388,2019,3,4833.49,2019-12-24,2023-01-07,469,Churned,1611.16
1887162,2021,3,4833.35,2021-02-25,2023-11-15,157,At Risk,1611.12
846412,2023,1,4832.90,2023-07-15,2023-07-15,280,Churned,4832.90
305298,2022,1,4832.87,2022-02-17,2022-02-17,793,Churned,4832.87
499760,2018,3,4832.81,2018-09-17,2023-12-28,114,At Risk,1610.94
1316467,2021,1,4832.58,2021-10-10,2021-10-10,923,Churned,4832.58
9533,2021,1,4832.53,2021-12-27,2021-12-27,845,Churned,4832.53
1869155,2018,3,4832.40,2018-12-08,2023-05-15,341,Churned,1610.80
144445,2017,2,4832.11,2017-12-27,2023-12-02,140,At Risk,2416.06
622913,2021,1,4831.85,2021-11-24,2021-11-24,878,Churned,4831.85
174477,2020,2,4831.49,2020-06-15,2022-09-22,576,Churned,2415.75
1845918,2019,2,4831.37,2019-06-13,2023-12-14,128,At Risk,2415.69
1348114,2019,2,4831.32,2019-07-16,2021-12-08,864,Churned,2415.66
2071774,2020,2,4830.84,2020-12-17,2021-02-02,1173,Churned,2415.42
1786146,2015,3,4830.58,2015-07-08,2024-03-01,50,Active,1610.19
1566000,2017,1,4830.55,2017-09-28,2017-09-28,2396,Churned,4830.55
1049930,2015,2,4829.92,2015-01-10,2016-05-19,2893,Churned,2414.96
1354052,2022,3,4829.91,2022-05-02,2023-03-11,406,Churned,1609.97
205113,2015,4,4829.69,2015-01-31,2022-05-10,711,Churned,1207.42
1820283,2023,2,4829.69,2023-07-08,2023-11-29,143,At Risk,2414.85
1840892,2019,3,4829.02,2019-11-05,2022-12-20,487,Churned,1609.67
1826956,2019,2,4829.01,2019-01-05,2021-08-20,974,Churned,2414.51
718637,2018,3,4828.58,2018-05-10,2024-02-03,77,Active,1609.53
1842309,2015,3,4827.99,2015-10-17,2020-01-27,1545,Churned,1609.33
1623385,2022,1,4827.21,2022-01-05,2022-01-05,836,Churned,4827.21
837093,2023,1,4824.74,2023-07-11,2023-07-11,284,Churned,4824.74
2008391,2020,4,4824.34,2020-03-04,2023-12-27,115,At Risk,1206.09
604594,2019,1,4823.82,2019-12-20,2019-12-20,1583,Churned,4823.82
1898514,2023,1,4823.47,2023-06-09,2023-06-09,316,Churned,4823.47
6943,2020,1,4823.40,2020-05-18,2020-05-18,1433,Churned,4823.40
9163,2019,3,4823.28,2019-07-08,2019-11-23,1610,Churned,1607.76
1614111,2019,2,4822.76,2019-03-02,2021-12-29,843,Churned,2411.38
1754719,2015,3,4822.64,2015-01-08,2023-04-08,378,Churned,1607.55
2074896,2020,3,4822.24,2020-03-18,2023-09-29,204,Churned,1607.41
808847,2018,2,4822.08,2018-12-28,2022-02-19,791,Churned,2411.04
1709597,2023,1,4821.94,2023-06-27,2023-06-27,298,Churned,4821.94
685931,2018,3,4821.89,2018-12-28,2022-12-23,484,Churned,1607.30
402843,2022,1,4821.88,2022-09-23,2022-09-23,575,Churned,4821.88
1802826,2021,2,4821.60,2021-09-16,2023-11-09,163,At Risk,2410.80
973330,2016,1,4821.30,2016-09-27,2016-09-27,2762,Churned,4821.30
399740,2020,1,4821.26,2020-06-30,2020-06-30,1390,Churned,4821.26
1269812,2017,2,4821.01,2017-10-11,2022-08-13,616,Churned,2410.51
1829932,2023,1,4820.87,2023-01-17,2023-01-17,459,Churned,4820.87
703687,2022,2,4820.66,2022-12-08,2022-12-14,493,Churned,2410.33
1983294,2021,2,4820.57,2021-07-29,2023-01-18,458,Churned,2410.29
1475981,2018,3,4820.37,2018-06-18,2022-10-08,560,Churned,1606.79
623944,2015,1,4820.19,2015-11-27,2015-11-27,3067,Churned,4820.19
406933,2017,1,4819.99,2017-01-23,2017-01-23,2644,Churned,4819.99
1289152,2016,2,4819.86,2016-11-09,2019-02-21,1885,Churned,2409.93
1604428,2022,1,4819.65,2022-10-31,2022-10-31,537,Churned,4819.65
1243659,2022,1,4819.50,2022-03-24,2022-03-24,758,Churned,4819.50
1403184,2023,2,4819.41,2023-03-14,2023-10-17,186,Churned,2409.71
1836418,2022,2,4818.59,2022-03-10,2024-01-17,94,At Risk,2409.30
2094384,2019,1,4818.21,2019-03-20,2019-03-20,1858,Churned,4818.21
2013665,2023,1,4818.05,2023-03-01,2023-03-01,416,Churned,4818.05
1179741,2019,1,4817.87,2019-11-29,2019-11-29,1604,Churned,4817.87
2009792,2018,2,4817.51,2018-04-24,2019-03-11,1867,Churned,2408.76
784729,2022,1,4816.57,2022-06-29,2022-06-29,661,Churned,4816.57
98363,2020,2,4816.35,2020-02-19,2022-02-08,802,Churned,2408.18
880767,2023,1,4816.27,2023-06-28,2023-06-28,297,Churned,4816.27
1599961,2016,2,4815.59,2016-12-05,2023-02-27,418,Churned,2407.80
308256,2015,4,4815.19,2015-02-02,2023-09-12,221,Churned,1203.80
184321,2022,3,4814.98,2022-05-27,2023-03-18,399,Churned,1604.99
1279369,2015,4,4814.56,2015-08-01,2022-02-23,787,Churned,1203.64
309161,2018,3,4813.29,2018-12-15,2022-05-09,712,Churned,1604.43
1832286,2021,1,4813.02,2021-10-09,2021-10-09,924,Churned,4813.02
464080,2018,1,4812.88,2018-10-22,2018-10-22,2007,Churned,4812.88
1933463,2015,2,4812.58,2015-09-17,2019-06-22,1764,Churned,2406.29
616561,2022,1,4812.49,2022-09-10,2022-09-10,588,Churned,4812.49
849550,2022,1,4812.24,2022-06-17,2022-06-17,673,Churned,4812.24
1400991,2023,2,4812.09,2023-07-01,2024-01-03,108,At Risk,2406.05
552853,2022,4,4812.04,2022-06-21,2023-07-19,276,Churned,1203.01
759933,2018,1,4811.97,2018-01-30,2018-01-30,2272,Churned,4811.97
1784315,2018,1,4811.52,2018-05-01,2018-05-01,2181,Churned,4811.52
1789684,2019,2,4809.83,2019-06-09,2021-12-07,865,Churned,2404.92
1737306,2017,2,4809.73,2017-09-02,2019-02-23,1883,Churned,2404.87
669314,2022,2,4809.15,2022-01-26,2023-10-03,200,Churned,2404.58
1902609,2016,3,4809.09,2016-07-02,2022-05-04,717,Churned,1603.03
927458,2022,2,4808.38,2022-05-31,2022-12-30,477,Churned,2404.19
498384,2023,1,4808.18,2023-02-15,2023-02-15,430,Churned,4808.18
296734,2018,1,4808.13,2018-11-30,2018-11-30,1968,Churned,4808.13
964480,2020,1,4807.42,2020-01-03,2020-01-03,1569,Churned,4807.42
1805105,2019,2,4807.18,2019-09-27,2022-07-23,637,Churned,2403.59
546764,2022,1,4806.06,2022-05-18,2022-05-18,703,Churned,4806.06
2061570,2017,3,4805.98,2017-10-30,2023-01-19,457,Churned,1601.99
1682301,2018,2,4805.90,2018-01-10,2019-05-04,1813,Churned,2402.95
1343167,2022,1,4805.81,2022-12-20,2022-12-20,487,Churned,4805.81
586402,2021,3,4805.79,2021-11-10,2023-09-07,226,Churned,1601.93
1479451,2018,3,4804.93,2018-06-26,2023-02-25,420,Churned,1601.64
1633310,2023,1,4804.77,2023-08-05,2023-08-05,259,Churned,4804.77
1756740,2018,3,4804.58,2018-11-05,2021-05-08,1078,Churned,1601.53
1807365,2018,3,4804.26,2018-09-08,2021-11-17,885,Churned,1601.42
1133669,2020,2,4804.24,2020-01-14,2020-08-20,1339,Churned,2402.12
1659024,2023,1,4803.63,2023-01-28,2023-01-28,448,Churned,4803.63
559103,2018,2,4803.25,2018-05-07,2022-09-17,581,Churned,2401.63
1891709,2018,3,4803.17,2018-08-27,2023-03-09,408,Churned,1601.06
1767525,2019,1,4802.80,2019-08-20,2019-08-20,1705,Churned,4802.80
1586829,2023,1,4802.75,2023-02-25,2023-02-25,420,Churned,4802.75
519167,2016,2,4802.67,2016-08-02,2018-05-05,2177,Churned,2401.34
1529343,2019,2,4802.58,2019-02-14,2019-05-15,1802,Churned,2401.29
1993295,2019,3,4802.41,2019-01-26,2023-01-31,445,Churned,1600.80
60741,2023,1,4802.06,2023-09-02,2023-09-02,231,Churned,4802.06
786168,2018,1,4801.68,2018-02-23,2018-02-23,2248,Churned,4801.68
1380146,2018,2,4801.64,2018-03-15,2019-08-09,1716,Churned,2400.82
1514133,2023,2,4800.69,2023-06-12,2023-10-12,191,Churned,2400.35
475128,2019,4,4800.50,2019-07-10,2023-02-16,429,Churned,1200.13
724470,2020,1,4799.96,2020-12-03,2020-12-03,1234,Churned,4799.96
1460715,2017,1,4798.86,2017-11-09,2017-11-09,2354,Churned,4798.86
1274314,2023,1,4798.60,2023-05-01,2023-05-01,355,Churned,4798.60
818098,2023,2,4798.38,2023-02-15,2023-12-05,137,At Risk,2399.19
1070285,2018,1,4797.73,2018-04-23,2018-04-23,2189,Churned,4797.73
1769117,2018,1,4797.32,2018-11-23,2018-11-23,1975,Churned,4797.32
1978955,2017,1,4797.07,2017-05-03,2017-05-03,2544,Churned,4797.07
370320,2019,2,4796.94,2019-06-08,2022-01-14,827,Churned,2398.47
1367665,2018,2,4796.29,2018-09-08,2022-01-11,830,Churned,2398.15
1153619,2023,1,4796.05,2023-03-16,2023-03-16,401,Churned,4796.05
1908243,2015,2,4795.82,2015-12-12,2024-02-29,51,Active,2397.91
513020,2022,2,4795.58,2022-07-09,2022-09-28,570,Churned,2397.79
89336,2019,1,4795.22,2019-01-18,2019-01-18,1919,Churned,4795.22
1477060,2022,1,4794.94,2022-10-10,2022-10-10,558,Churned,4794.94
1486280,2019,2,4794.89,2019-07-17,2022-06-28,662,Churned,2397.45
2006051,2022,1,4794.73,2022-01-20,2022-01-20,821,Churned,4794.73
1241688,2022,3,4794.04,2022-06-04,2023-06-17,308,Churned,1598.01
1167346,2022,2,4793.72,2022-10-16,2023-09-21,212,Churned,2396.86
1542399,2022,1,4793.62,2022-05-23,2022-05-23,698,Churned,4793.62
1336095,2018,1,4793.55,2018-06-16,2018-06-16,2135,Churned,4793.55
223146,2020,2,4793.29,2020-01-11,2023-02-20,425,Churned,2396.65
1420454,2015,2,4792.28,2015-05-14,2023-06-15,310,Churned,2396.14
269502,2022,2,4791.86,2022-01-05,2023-01-17,459,Churned,2395.93
1817116,2019,2,4791.39,2019-09-04,2022-10-12,556,Churned,2395.70
1580275,2019,1,4790.86,2019-02-02,2019-02-02,1904,Churned,4790.86
1551489,2020,2,4790.60,2020-01-04,2022-06-30,660,Churned,2395.30
1496966,2022,3,4790.59,2022-03-03,2023-06-30,295,Churned,1596.86
525497,2018,5,4790.31,2018-09-24,2020-03-25,1487,Churned,958.06
780541,2019,1,4789.73,2019-05-11,2019-05-11,1806,Churned,4789.73
1936646,2023,2,4789.52,2023-04-01,2024-02-28,52,Active,2394.76
1511180,2015,2,4789.49,2015-09-18,2019-09-30,1664,Churned,2394.75
934476,2022,1,4789.38,2022-10-10,2022-10-10,558,Churned,4789.38
1512294,2020,2,4789.34,2020-11-03,2023-05-30,326,Churned,2394.67
1372365,2019,2,4789.27,2019-08-19,2023-03-15,402,Churned,2394.64
121340,2021,1,4788.99,2021-09-22,2021-09-22,941,Churned,4788.99
1594762,2018,2,4788.87,2018-08-25,2023-09-14,219,Churned,2394.44
407293,2019,1,4788.75,2019-01-26,2019-01-26,1911,Churned,4788.75
1899471,2021,1,4788.27,2021-10-16,2021-10-16,917,Churned,4788.27
1881505,2022,1,4787.75,2022-10-12,2022-10-12,556,Churned,4787.75
1336518,2023,2,4787.60,2023-06-05,2024-01-13,98,At Risk,2393.80
4403,2015,1,4787.52,2015-10-31,2015-10-31,3094,Churned,4787.52
1317691,2016,4,4786.96,2016-04-21,2023-01-05,471,Churned,1196.74
2097212,2018,2,4786.78,2018-02-08,2022-06-15,675,Churned,2393.39
1980318,2021,2,4786.60,2021-09-21,2022-01-13,828,Churned,2393.30
643093,2023,2,4786.30,2023-02-01,2023-08-15,249,Churned,2393.15
1108447,2019,1,4786.24,2019-10-10,2019-10-10,1654,Churned,4786.24
1933880,2016,2,4785.80,2016-10-22,2021-08-05,989,Churned,2392.90
748979,2020,1,4785.68,2020-05-21,2020-05-21,1430,Churned,4785.68
1728880,2022,3,4785.01,2022-08-02,2023-08-22,242,Churned,1595.00
1173210,2015,2,4784.97,2015-09-11,2019-06-05,1781,Churned,2392.49
490675,2018,1,4784.60,2018-06-02,2018-06-02,2149,Churned,4784.60
1718324,2016,1,4784.51,2016-07-07,2016-07-07,2844,Churned,4784.51
1775348,2018,2,4784.44,2018-03-17,2021-09-24,939,Churned,2392.22
1665506,2019,2,4783.92,2019-10-19,2022-07-08,652,Churned,2391.96
